"Genus","Species","Taxon","Date","Longitude","Latitude","Elevation (m)","Location Quality","Source","Citation"
"Oxalis","micrantha","Oxalis micrantha","2023-04-18","-120.477129","34.69381","","high","","Calflora [web application]. 2025. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Jan 31, 2025."
"Oxalis","micrantha","Oxalis micrantha","2023-04-09","-120.492048","34.689317","","high","","Calflora [web application]. 2025. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Jan 31, 2025."
"Oxalis","micrantha","Oxalis micrantha","2023-04-09","-120.480521","34.691152","","high","","Calflora [web application]. 2025. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Jan 31, 2025."
"Oxalis","micrantha","Oxalis micrantha","2017-03-18","-120.441313","34.661527","28","high","","Calflora [web application]. 2025. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Jan 31, 2025."
"Oxalis","micrantha","Oxalis micrantha","2013-05-04","-120.474143","34.695296","90","high","","Calflora [web application]. 2025. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Jan 31, 2025."
"Oxalis","micrantha","Oxalis micrantha","2008-04-07","-120.4747","34.69512","87","high","","Calflora [web application]. 2025. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Jan 31, 2025."
